id,vals
-8876314091193910001,0
-7973145264246392233,0
6020837890852761752,0
-3107962924572928444,1
8349656509655373610,0
-5713827229826649305,0
3004201634875515668,1
-2751962549908257919,0
-410833673029409632,1
-1417806260188353094,1
5647490955832410228,1
218438381713248792,0
-7891578129736762316,0
-8970995574018759538,1
-1968799222204949805,0
-1550290168348701116,0
7357599598144418462,1
2452214330661643761,1
-8572091391879941126,0
-6613389923731969838,0
6230304132804352974,0
41812611728166882,0
-3050820017696338840,0
7488403127114397037,0
250700650043709119,0
3517309697799331903,0
-8384333440485195750,0
706179167017354002,0
6835199119260299352,0
-3200936901241011266,0
-2050248510153647518,0
-97978460897455170,0
-1837262392154882594,0
9090288591538892361,0
6378486864466556468,0
-4335666060473089665,0
-1132981354730278203,0
-3985967558372969041,1
-3499637024734315935,1
3893169172823428498,0
-8308106442813595055,1
-991630447163357592,0
-1069629591775776277,1
3284005740494843017,1
-289462865328885756,0
-121839373526624702,1
-4600467675044989333,1
-7748005067112535251,0
-3421320032069863159,0
-7498749056933931862,0
-1100976519786958304,0
-2910750652172305543,0
2831736005378469844,0
5461197159951637789,0
-4901876606497626998,1
9214577167894448669,0
8378138927210897464,0
589896211446051192,0
-3561701226930912332,0
-1598138393285471572,0
3977225709229801158,0
-5525311093391770631,1
-6409607697145319188,1
-1386880461818487081,1
3530404309652498809,1
-2427229879615600405,1
3973918947154525383,0
4657829067709667538,0
-8605552599113577115,1
6438426824425893885,0
5895949987411527378,0
3323401747837900502,0
-8325318370903420277,1
6927013766005761406,0
2648209335243108028,0
2910813295229825095,0
2512054741369012544,0
5362928316884651923,0
-1413100006331724376,1
3271047676608580833,0
-6750113891119058253,0
3063845519095953795,0
5780167843193382734,0
1611801575055403810,1
-2611372435676855487,0
-6706474869620702028,1
-6175269214240434955,1
3136460079556551151,0
7368082873892101144,0
-8650249191186275594,0
1309018584357689808,0
1029089983427391302,0
3516127225460030911,0
478721538822840806,0
-1711958276103491149,0
-1398148044989363568,1
250463168599740477,1
-4241665817950160318,0
4470195929200081349,0
-6311767811545903819,1
4981961509379076234,0
8269671669213232989,1
-4502629156387305103,0
325270231460238629,0
-8506086781827848042,0
-6754341321705055854,1
1652189144765129586,0
6100109817692068124,0
-5465180167085740367,0
-8600413921013356784,0
-3390110434375846932,0
9022730146535303655,0
-8155865661060358848,0
-149518508415034216,1
7196060814097693660,0
3503583174356809945,0
-924447647384395148,0
-3867694759447243801,0
-8814570718708907716,0
8758977319668853617,0
927373300721032374,0
-2335483150372558202,1
-1595227107416618104,0
3974505434860014778,0
5825037458641901736,0
3337092633498355383,0
-2337479375285139569,0
-473386262377373578,0
4321164299637555173,0
-7137640758878734370,0
-4138643853204687248,0
-5621039979255811783,0
9217241770060457534,0
-6369779286282309324,0
4379326433323688627,0
6728658956363777998,0
747137687199224284,0
5494637295524680427,0
7379761661624294280,0
6111769711857475256,0
-2010573476647166342,0
3888653433720062784,0
5351419061336064679,0
-1083830213432740613,0
-242243652709705439,0
3090055137272678680,0
5243277125109216547,0
2994913058200856583,0
7866563924063609463,0
-1207661005711413273,0
8624568269366613977,0
-3662326132993555300,0
7875830656755020433,0
8062290881217583406,0
-5598929186562156336,0
-243630825368145084,0
-6229190582970110038,0
5820580513312962951,0
-280200399071084192,0
3831351288971244537,0
-8422797949616460137,1
-5316729431357797818,0
3903232608108313006,0
-8956745668301471998,1
5502050300703711279,1
-690550128302389591,0
7296105937939709169,0
2350867900285914553,0
-8138228778256551850,1
7858407849899153755,0
-5514367543082384814,0
90700213223679098,0
2875929625333229610,0
-4393094583004050549,0
5488737250615533135,0
7380682469150054416,0
1958810141297232833,0
8043959362676120692,1
5708297597375096314,0
6919523908686139022,0
-4264219545136316369,0
-546006400067783271,0
6332911643017937004,0
-2761155921708245753,1
222038643732698248,1
-8701995452955682342,0
-6871567268363287353,0
441834363231251217,1
-4671564229241392130,0
-6326722423831645243,0
2541246635724445074,0
-4828322456137423295,0
1950649530277674380,1
7212264366644994951,1
-5616311637147241748,0
492239551376618478,0
-563737973086355937,1
-2368065614163349361,0
523237395912103621,0
9141479807878695098,0
-9037836012809127688,1
-8331088767845762152,0
-163867941303037067,0
-5075592825080274921,0
-1013634147554759646,0
-3283169562176308902,0
-9143442922484638872,1
-8975188406466618931,0
1602221356266574130,0
6074659524959818650,0
5250122548233696905,0
5603398541494373590,0
3071070045105159543,0
7488326209394823187,0
-193850015937697105,1
4436975206202480444,0
-3263474867319966789,1
-5991010466216712005,0
-1836202393504062900,0
323251293056703414,0
3713343850652840120,0
1441638442636518076,0
501284318391730290,1
1614056462203266776,0
-6281447056732793287,0
1899225904480601790,0
-4936725327260185601,0
3546462986598855899,0
-2188116144157565856,1
-8382723933549439922,1
-4234156252718843373,0
6285510644819001207,1
5646974705171645553,0
3644053691979365825,1
2174589062038036028,0
3225024879030616573,1
3868782278252584376,1
353909821291299182,0
-5994512778447697246,0
-349522977156716349,0
8584846912096775095,0
5414938133936598402,0
-6384465206156472044,0
5476698555001356318,0
-6076240907419881420,0
-4286798828098576097,0
-2883989501893110979,0
2903548955569623187,0
-3832743804692587345,0
6422610567067534999,1
7337019474430849921,1
723469700172632926,0
-2552477780865916775,0
5009294604950072031,1
582419430279377389,0
6094007300970707123,1
-5598541382961028750,0
-5054568427450473843,1
4244269683015642180,0
-2897931722365059221,1
2138287266896124634,0
4868621867013734595,1
7061887584504507008,0
-4739150241250289335,0
-2175176759127812051,0
6972602462452326667,0
2786521814063350105,1
-5512264109856812906,0
5668111966879022698,0
-4484936731272792253,0
-1449855473933365871,1
-4449369498894923870,0
7247709490389474156,0
-6433111208624085091,1
3218124226347246667,0
-6034214035521325772,1
4221225642767478548,0
-5673835082600774279,0
-5374037004173530446,0
2601798345633652390,0
-6682266469552393648,0
8425404186294570255,0
6672439011044102810,0
-8481388196241996385,0
6142892865013312270,0
-3874748594816071050,1
3238919394567630476,0
-338480232741677370,0
-8521515645058638983,0
-4397315240808092440,0
5867764367554635958,1
-7025944498925890596,0
-3735981923943180115,0
3114112683821920578,0
-63371304540516589,0
2003407030010764485,0
-8257023032812117692,0
4453769900022426310,0
6784073500546559256,0
3958722682077436787,0
1431411952820196846,0
3779075495159238046,0
7113148371965608358,0
1474676553991034961,0
4435214221651336842,0
6221599075955226175,0
1284084101405624771,0
-590378989037596561,0
-3847162513833100318,0
1157308822444839416,0
6241106395095135100,0
-5902001822847549265,0
-5545222514166846208,0
-5407846149906065332,0
-7602189121758482543,1
8230619580741121853,0
3848133951505646880,0
7401083870171554645,0
4199856076548069828,1
-6369812354881665903,1
5759743871239500142,0
-929104760865996040,0
-8668100777121761854,0
5571674968030203199,0
-7327099029565387042,1
-632527443780482641,1
1535986475148672108,0
8956009710242889348,0
7738713477572746060,0
-5962674893034160649,1
-980006662388993489,0
2600944668984984319,0
-1994921273892463749,1
-1348138765453511373,0
8990467416652342289,0
-821846638849582548,1
2500305304799750983,0
-1219534274320876284,1
4911193772125285295,1
-8746083303135837775,0
133190155452154453,0
2786616460266142154,0
4680350696616928451,1
8842116323910468910,0
-4052869286754048933,0
6999657910465686751,0
6856868266996710736,0
-9141576875948254951,0
-6181373245297393795,0
-1492096811446097177,0
8699322221047309629,0
-4048344849653515479,0
8210254314800344072,0
2711803386250323025,1
-1864115541149406924,1
-529806664705473180,0
-7740452499350400227,0
4722121801835813240,0
-2732003008552612320,0
6917271117947025704,0
1572728894774551901,0
-8840299880418025949,1
8283861477156889946,1
-7718145729963637435,1
-7512381441416889858,0
-6267921600562153409,0
7844398294215351837,1
-2771088873840402734,1
1820986755427217593,1
-5484439437038465850,0
-3304181020461328768,1
1123299028092627219,0
-7611360027915436591,0
7033562715868315451,1
3298613754216729285,0
1848565021126471116,0
1621780101410199788,0
6824688204824321614,0
8995037407974352764,0
-2292377202656419482,0
-3104677459603092557,1
-8897457517444432570,0
8157423286650142753,0
-3048832064538992952,0
-5178521222104411070,0
8926696409670976193,1
-2471488993402141504,1
-6450080406962978676,0
-418630157935017581,1
-3065595419458462263,0
-1624125972082593282,0
-4940436049331022573,1
-860902967906194105,0
6483882605080893302,0
7411895697374967483,0
-647675232150399884,0
-8387280892293003904,1
4486922323205780075,1
4791140966926456808,0
-7607427210234406151,0
4191524291831666342,0
2705678428031835499,1
80338788442116956,0
8933495300335393781,0
3941376020039479044,0
-189251802309820365,0
3417949910255440343,1
-8164969318124210070,0
-3635535352071405167,0
8971751162569861046,0
334661001422316497,0
-2907673429674647149,0
-8338830125112041883,0
-7960180747902648527,0
-964596970912255602,0
7357750316525498476,1
3322858011894025911,0
7309448977674795838,1
2861642430371754124,0
1995737046807991234,0
-4665845166652435270,1
-6804713636093620266,0
1111442828476414935,1
1260462461102958344,0
-1180738556757428864,0
-1135889887916903461,1
-2793854750947774243,0
8287399643370434608,1
-7661064555660320844,0
5635105104282883193,0
-8825681213686780481,0
-54498892389014809,0
-8387320500656451054,1
-9220467519202693449,1
-7425630647342150760,1
7428259732369227653,0
2914809944552660486,1
-7387071707562715372,0
7982086460753148757,0
-8178916746881398712,1
-2921790667341033834,0
-7629738016419333840,1
993447130122800459,0
-5261842518029597136,0
-3434601670129404023,0
-4876415374307044854,0
-6821342006847045472,0
-4168382619894207272,0
750035712626965065,0
-109272534080351358,0
4541046837146703099,0
-8282312093711776398,0
-1167130355990252733,0
6473772433503837812,1
8183265636230439780,1
-7889482304955314844,0
-8042762840698565972,1
3205922819289182332,0
2140489409697165223,0
-7468360871175346315,0
-6432742451497853533,0
6076904377806355530,1
1854189084848527187,0
8563248459699310369,1
-3578625962635294625,0
5106338953027353537,0
4026436860180763498,0
7768364506026864132,0
-4257572362683785972,0
5066588380880142951,1
-6402970208573831443,1
4521327017983124656,0
-1432133236041319903,0
-9021244978183875047,1
174085309282408849,0
-8589569884222493533,0
-2657504389156710013,0
2973976485934009319,0
-2039057256590573866,0
-1278865273328227236,0
-3086708925317609302,0
435840642467565517,0
4910326876226429010,0
3114358358480625919,0
661551839418264215,0
-4532546798362779665,0
1863728904058401665,0
7908711050285876902,0
-3069592815405086789,1
585961908523964629,0
-7913204314897549186,1
-4385316637571931671,0
-3657664986282045841,0
-889434279918422872,0
1822844737421300843,0
7831913731507565157,0
4051040165642729246,0
-5499941760800016358,0
-2691479093225583607,0
-1573325921761868082,0
3944615881346169006,0
-2727269053800598340,0
8716321240615240011,0
-2069356196276650900,1
-4407177736273709313,0
-7414670208256966730,1
-8983161533467552763,0
2803935772565200506,0
6384624990926190197,0
-7214927659114810992,1
-5389799471982435307,0
-5549608065845284313,1
-4216661900962145684,0
1363794119708764209,1
5287108663540279132,0
7843146736143366528,0
-8186989125210455300,1
2801786129549026226,0
-3384120868938220061,0
-1211272678221784236,0
3620978324702253770,0
-248304604567555493,0
-3400322046287356232,0
-5000695600015360351,0
7175450938753132423,0
-2277224785698685617,0
2056132444780832745,0
-5040926472832834401,1
-159146628305446130,0
-4200490358701756054,0
7817940913971868567,0
1144204802529372376,1
-6324110386515656326,0
-7361952532712803484,0
-1263168256608941876,0
-6864902502550822104,0
-17626077359268174,0
4039984940164480153,1
-6643466206917613587,1
-7922129458515644652,0
-4178303859488698579,0
2493753532912417490,0
3019880726555598770,0
6590327939062627363,1
-6417360984883771297,0
2833001803978213805,0
6387145884596187126,1
8632261965079396390,0
1820202326419243971,0
2478583830911840580,0
5674621269669696250,1
-860000613866258564,0
-3566690175752458523,0
-9032113634636254312,1
5098546573749599320,0
-7892395906146220361,1
-3691311952138000039,0
-6128208882141876561,0
-6177061844627551064,0
-532246343557890941,1
-3100674559302333878,0
-466174562930834466,1
-6746234199925205095,0
7167047275368709422,0
-518389966059780325,0
-4238880769661646561,0
6394964266061248923,1
8583747208241329721,0
-3592085582681680126,0
8267074845917487338,0
4624492494308630544,0
4943689081447590338,1
-5809082845130870136,1
-7103001570201770911,1
-4068840605335724194,0
-6952649301368312228,0
4319671695748452401,0
445916318741699283,0
-3559774109845670971,0
-7312392680046859972,0
8773041600743557739,0
-7193928986847021455,0
7626626588974738016,1
3826943643629681946,0
-3388485358475798440,0
7561796960510027234,0
-8189313458466115825,1
-339073503636868170,1
6114868354143784752,0
-7678944001455745872,1
-2021610564991469146,0
-2961984891374123756,1
-248411372925362329,0
-4528965214277122340,1
-3979347297653294532,0
-545081646131779602,0
6850434482764966771,0
-1533743299866035917,0
9215113831421695639,0
2557011915402099072,1
9079673801638944404,0
8137979937281150850,0
-3497339653944808442,0
-4072050368834294833,0
7538007831589782286,0
1344404306800890823,1
-2286487336838983315,0
-3423194269073561425,0
5397634685320846845,0
5739989491404380796,0
-1494936923544848197,1
8090413720834686827,0
-4636374041490925912,1
-2732784111029283450,0
-4479526694649080965,0
989696695788993328,0
-8478817762240536375,1
-5935917648820950304,1
1809883114945807865,0
895997176581012317,1
-8173750778100186017,0
7278472238755236177,0
8511232664862114188,0
-5425327527936161544,1
4278701188378445495,0
2264457466284837401,0
-6589500343120705174,1
7625857513075667738,0
-3305617594223591200,0
-3504731385373706079,0
7530339007040990340,0
6180166489747262752,0
466480842283285901,0
-7978700381316582580,1
61478937903181527,0
-7376466114694339500,1
9095008183132669331,0
3958757285006265746,0
5241313684133830011,1
6383862990399697124,0
4063716044949312582,0
-7369094973482138815,0
5220690603261066280,0
-391422692915244935,0
-204559793932330641,0
-4654363152797426655,1
-6257606243082371454,0
-7483238929050383071,0
5531151020705539428,0
1020301017251766282,0
-3615824744302540406,0
-826109655246581050,0
3118537635008092248,0
2602544349514884812,0
7100406302540781764,0
-4217589547674676034,1
-5029014393011779063,0
-3107066615696762916,0
5327252729452225582,0
754924124747100617,0
8771935326703688601,0
623074875252819432,0
2290652899322682040,0
-8099513027937004716,0
1227758208313167141,0
-348382052063108978,0
-5378822526492331594,0
-4250531954931603088,0
6388758898112761758,0
7012892120484567535,0
-1168781430568026871,0
-6748675987930799114,1
-8882165544695350514,0
1675321622512869642,0
-4616447070429650704,1
-4074789547785891385,0
5316003583029936951,0
7705216358563538547,1
7063945818943162448,1
3378579236020736580,0
-285392950374440034,0
-1839452021462634247,0
-6188290394491084210,0
6669582880739423065,1
4251673899703753163,0
641133900218398032,0
-1295075546637284102,0
6406369894943498792,0
-5771902819300709673,0
-786604411181392213,0
7817884049190292890,0
-5753938107228078685,0
8903818627885357500,0
-611976285456631132,0
-3561476118921139376,0
-3402903199581844163,0
4103059749326220213,0
4709451315322725997,0
2596733757781988346,0
2709034651741314063,0
8717620511866718843,1
1172787361216308000,0
-3062785015181361023,0
-1931491308960565401,1
-8222952174776301207,1
4513679123411633371,0
6839499414763921959,0
5642132655167007027,0
1120757619734216884,0
-6498218611115327576,0
2042714066147499173,0
-770762826694562256,1
-8057572133821665958,1
-8314116041921854936,0
3677873413641298848,0
7830993349854483447,0
-4031257177350821377,0
2620491058646762525,0
2466988871907767917,0
-3384828593314929616,0
-2286176762603795748,0
-5817137812300486879,1
-8572700103646191673,0
-5126143592491888650,0
-1755647195873251436,0
-5443005918530771728,1
693759750581105567,0
-3950363491237786887,1
5451787192432441674,0
3167396291559184382,1
4558685371551959879,0
4474321357106774856,1
5446518664643523827,0
-2705495948280745735,0
-7511135979884468065,1
1639148449248432455,0
1088506234654443305,0
6821144477685829506,1
-1128466770572651514,0
-6138579195457950905,1
-619763011770549318,0
-3718241481434785411,0
1098400143838821451,0
-6983999151545097203,1
3483194314279004058,0
-2859684849466356398,0
-7190124927205795781,0
-3979778146917636155,0
-502246461268527250,1
-3219212233268779260,0
3530933802933456436,0
-4113011485939811146,1
-8266785660317806561,0
9076404235665990936,0
-8285798931038398060,0
3511455623027718154,0
-2543946506745474853,0
5532468878922460554,0
-7664788298532224979,1
6321070005281756503,0
-6069571312886967047,0
4441278093453027899,0
875412661328599994,0
6965579236862791219,0
-8347044454995903663,0
3106753430533486867,0
-8933687879385930315,0
5652952001574870577,0
5748005672285186766,0
1429533854936337163,1
-6202738492060886484,0
4343826323502940986,1
-1858572281138765239,0
-3818802416071148106,0
2713886065781825580,0
-6004777839328909610,0
-7534809464961801142,0
4133567686257678754,0
3741866536639950260,0
-1285876244240712906,1
-6092142768398050767,1
-1399774968791935071,1
402527227878841712,0
-4766411026342744853,0
-3082986677138823253,0
-4868329863547689156,0
4520863682727423776,0
-7031347938029613833,0
-4540721061169811142,0
-1436635878912991640,0
-1249420897725788993,0
7878922748093059970,0
-3762714540317275772,0
-2745492529892226074,1
781592848269255055,1
672791318437326727,0
-7737060737210368482,1
-8540845761690954252,1
-8215502686820881337,1
-1471167962143423698,1
781406766596429039,1
-1327658201482649012,1
438255872428213554,0
8386802917090355528,0
-1134245359357426902,1
697626230303713749,1
-7475082274396471675,1
6051366277145523687,0
1764929196143351878,1
-8350227770383997473,0
-4273234915189017164,0
6026815674941103191,0
-7236319202971814771,0
